-0.074977, -9.311151, 6.634461, -0.008443, -1.001428, 0.716447, 0.014747, -0.591269, 0.673833, 3.651247, 1.268629, 6.391019, -3.732226, -12.260224, -0.397344, 7.990587, -2.666515, 12.097457, 0
-0.075071, -9.311151, 6.634461, -0.008413, -1.001428, 0.716447, 0.015194, -0.591269, 0.673833, 3.651297, 1.268629, 6.391019, -3.735655, -12.260224, -0.397344, 7.989375, -2.666515, 12.097457, 0
-0.074790, -9.311151, 6.634461, -0.008484, -1.001428, 0.716447, 0.014291, -0.604586, 0.673833, 3.651507, 1.268629, 6.391019, -3.738756, -12.260224, -0.397344, 7.987970, -2.666515, 12.097457, 0
-0.074313, -9.311151, 6.634461, -0.008362, -1.001428, 0.716447, 0.013250, -0.604586, 0.673833, 3.651813, 1.268629, 6.391019, -3.741401, -12.260224, -0.397344, 7.986418, -2.666515, 12.097457, 0
-0.073768, -9.311151, 6.634461, -0.008373, -1.001428, 0.716447, 0.012459, -0.604586, 0.673833, 3.652165, 1.268629, 6.391019, -3.744027, -12.260224, -0.397344, 7.984985, -2.666515, 12.097457, 0
-0.073298, -9.311151, 6.634461, -0.008494, -1.001428, 0.716447, 0.011472, -0.604586, 0.673833, 3.652738, 1.268629, 6.391019, -3.746836, -12.260224, -0.397344, 7.984005, -2.666515, 12.097457, 0
-0.072892, -9.311151, 6.634461, -0.008563, -1.001428, 0.716447, 0.010434, -0.604586, 0.673833, 3.653125, 1.268629, 6.391019, -3.749685, -12.260224, -0.397344, 7.983660, -2.666515, 12.097457, 0
-0.072480, -9.311151, 6.634461, -0.008507, -1.001428, 0.716447, 0.009906, -0.604586, 0.673833, 3.654420, 1.268629, 6.391019, -3.752286, -12.260224, -0.397344, 7.984122, -2.666515, 12.097457, 0
-0.072049, -9.311151, 6.634461, -0.008468, -1.001428, 0.716447, 0.009665, -0.604586, 0.673833, 3.657061, 1.268629, 6.391019, -3.754340, -12.260224, -0.397344, 7.984102, -2.666515, 12.097457, 0
-0.071584, -9.311151, 6.634461, -0.008447, -1.001428, 0.716447, 0.009328, -0.604586, 0.673833, 3.660235, 1.268629, 6.391019, -3.755318, -12.260224, -0.397344, 7.983690, -2.666515, 12.097457, 0
-0.071095, -9.311151, 6.634461, -0.008384, -1.001428, 0.716447, 0.009033, -0.604586, 0.673833, 3.661919, 1.268629, 6.391019, -3.756858, -12.260224, -0.397344, 7.984072, -2.666515, 12.097457, 0
-0.070615, -9.311151, 6.634461, -0.008290, -1.001428, 0.716447, 0.008863, -0.604586, 0.673833, 3.660922, 1.268629, 6.391019, -3.760026, -12.260224, -0.397344, 7.984023, -2.666515, 12.097457, 0
-0.070183, -9.311151, 6.634461, -0.008162, -1.001428, 0.716447, 0.008759, -0.604586, 0.673833, 3.658348, 1.268629, 6.391019, -3.764778, -12.260224, -0.397344, 7.986375, -2.666515, 12.097457, 0
-0.069778, -9.311151, 6.634461, -0.008007, -1.001428, 0.716447, 0.008666, -0.604586, 0.673833, 3.655229, 1.268629, 6.391019, -3.769214, -12.260224, -0.397344, 7.990884, -2.666515, 12.097457, 0
-0.069329, -9.311151, 6.634461, -0.007816, -1.001428, 0.716447, 0.008565, -0.604586, 0.673833, 3.652809, 1.268629, 6.391019, -3.771938, -12.260224, -0.397344, 7.995593, -2.666515, 12.097457, 0
-0.068780, -9.311151, 6.634461, -0.007600, -1.001428, 0.716447, 0.008462, -0.604586, 0.673833, 3.652501, 1.268629, 6.391019, -3.773829, -12.260224, -0.397344, 7.997566, -2.666515, 12.097457, 0
-0.068145, -9.311151, 6.634461, -0.007374, -1.001428, 0.716447, 0.008352, -0.604586, 0.673833, 3.653405, 1.268629, 6.391019, -3.775948, -12.260224, -0.397344, 7.995658, -2.666515, 12.097457, 0
-0.067426, -9.311151, 6.634461, -0.007153, -1.001428, 0.716447, 0.008240, -0.604586, 0.673833, 3.654742, 1.268629, 6.391019, -3.778795, -12.260224, -0.397344, 7.991779, -2.666515, 12.097457, 0
-0.066635, -9.311151, 6.634461, -0.006940, -1.001428, 0.716447, 0.008116, -0.604586, 0.673833, 3.656237, 1.268629, 6.391019, -3.781172, -12.260224, -0.397344, 7.987681, -2.666515, 12.097457, 0
-0.065799, -9.311151, 6.634461, -0.006756, -1.001428, 0.716447, 0.007978, -0.604586, 0.673833, 3.657650, 1.268629, 6.391019, -3.783196, -12.260224, -0.397344, 7.985412, -2.666515, 12.097457, 0
-0.064958, -9.311151, 6.634461, -0.006633, -1.001428, 0.716447, 0.007888, -0.604586, 0.673833, 3.658971, 1.268629, 6.391019, -3.784812, -12.260224, -0.397344, 7.984803, -2.666515, 12.097457, 0
-0.064173, -9.311151, 6.634461, -0.006584, -1.001428, 0.716447, 0.007863, -0.604586, 0.673833, 3.660242, 1.268629, 6.391019, -3.785941, -12.260224, -0.397344, 7.984775, -2.666515, 12.097457, 0
-0.063494, -9.311151, 6.634461, -0.006580, -1.001428, 0.716447, 0.007857, -0.604586, 0.673833, 3.661293, 1.268629, 6.391019, -3.787257, -12.260224, -0.397344, 7.984342, -2.666515, 12.097457, 0
-0.062941, -9.311151, 6.634461, -0.006609, -1.001428, 0.716447, 0.007875, -0.604586, 0.673833, 3.662434, 1.268629, 6.391019, -3.788886, -12.260224, -0.397344, 7.982753, -2.666515, 12.097457, 0
-0.062506, -9.311151, 6.634461, -0.006651, -1.001428, 0.716447, 0.007951, -0.604586, 0.673833, 3.663193, 1.268629, 6.391019, -3.790991, -12.260224, -0.397344, 7.980781, -2.666515, 12.097457, 0
-0.062142, -9.311151, 6.634461, -0.006678, -1.001428, 0.716447, 0.008079, -0.604586, 0.673833, 3.663609, 1.268629, 6.391019, -3.793909, -12.260224, -0.397344, 7.979008, -2.666515, 12.097457, 0
-0.061814, -9.311151, 6.634461, -0.006667, -1.001428, 0.716447, 0.008243, -0.604586, 0.673833, 3.663294, 1.268629, 6.391019, -3.796201, -12.260224, -0.397344, 7.977021, -2.666515, 12.097457, 0
-0.061483, -9.311151, 6.634461, -0.006619, -1.001428, 0.716447, 0.008418, -0.604586, 0.673833, 3.661325, 1.268629, 6.391019, -3.798247, -12.260224, -0.397344, 7.976953, -2.666515, 12.097457, 0
-0.061092, -9.311151, 6.634461, -0.006530, -1.001428, 0.716447, 0.008597, -0.604586, 0.673833, 3.658228, 1.268629, 6.391019, -3.802013, -12.260224, -0.397344, 7.980032, -2.666515, 12.097457, 0
-0.060655, -9.311151, 6.634461, -0.006417, -1.001428, 0.716447, 0.008777, -0.604586, 0.673833, 3.655806, 1.268629, 6.391019, -3.805840, -12.260224, -0.397344, 7.983941, -2.666515, 12.097457, 0
-0.060277, -9.311151, 6.634461, -0.006302, -1.001428, 0.716447, 0.008942, -0.604586, 0.673833, 3.654332, 1.268629, 6.391019, -3.808250, -12.260224, -0.397344, 7.986943, -2.666515, 12.097457, 0
-0.060063, -9.311151, 6.634461, -0.006214, -1.001428, 0.716447, 0.009079, -0.604586, 0.673833, 3.652935, 1.268629, 6.391019, -3.810105, -12.260224, -0.397344, 7.986547, -2.666515, 12.097457, 0
-0.059984, -9.311151, 6.634461, -0.006152, -1.001428, 0.716447, 0.009158, -0.604586, 0.673833, 3.651553, 1.268629, 6.391019, -3.813827, -12.260224, -0.397344, 7.984649, -2.666515, 12.097457, 0
-0.059910, -9.311151, 6.634461, -0.006108, -1.001428, 0.716447, 0.009165, -0.604586, 0.673833, 3.650328, 1.268629, 6.391019, -3.819553, -12.260224, -0.397344, 7.984079, -2.666515, 12.097457, 0
-0.059766, -9.311151, 6.634461, -0.006079, -1.001428, 0.716447, 0.009110, -0.604586, 0.673833, 3.650398, 1.268629, 6.391019, -3.825213, -12.260224, -0.397344, 7.985822, -2.666515, 12.097457, 0
-0.059549, -9.311151, 6.634461, -0.006057, -1.001428, 0.716447, 0.009008, -0.604586, 0.673833, 3.652105, 1.268629, 6.391019, -3.829189, -12.260224, -0.397344, 7.988492, -2.666515, 12.097457, 0
-0.059310, -9.311151, 6.634461, -0.006043, -1.001428, 0.716447, 0.008854, -0.604586, 0.673833, 3.654749, 1.268629, 6.391019, -3.828055, -12.260224, -0.397344, 7.988692, -2.666515, 12.097457, 0
-0.059073, -9.311151, 6.634461, -0.006042, -1.001428, 0.716447, 0.008652, -0.604586, 0.673833, 3.657641, 1.268629, 6.391019, -3.823771, -12.260224, -0.397344, 7.984740, -2.666515, 12.097457, 0
-0.058750, -9.311151, 6.634461, -0.006012, -1.001428, 0.716447, 0.008477, -0.604586, 0.673833, 3.659488, 1.268629, 6.391019, -3.823785, -12.260224, -0.397344, 7.978492, -2.666515, 12.097457, 0
-0.058237, -9.311151, 6.634461, -0.005967, -1.001428, 0.716447, 0.008324, -0.604586, 0.673833, 3.660322, 1.268629, 6.391019, -3.824932, -12.260224, -0.397344, 7.973707, -2.666515, 12.097457, 0
-0.057525, -9.311151, 6.634461, -0.005906, -1.001428, 0.716447, 0.008245, -0.604586, 0.673833, 3.658799, 1.268629, 6.391019, -3.827710, -12.260224, -0.397344, 7.975642, -2.666515, 12.097457, 0
-0.056726, -9.311151, 6.634461, -0.005750, -1.001428, 0.716447, 0.008502, -0.604586, 0.673833, 3.656452, 1.268629, 6.391019, -3.831216, -12.260224, -0.397344, 7.980671, -2.666515, 12.097457, 0
-0.056054, -9.311151, 6.634461, -0.005495, -1.001428, 0.716447, 0.009127, -0.604586, 0.673833, 3.655741, 1.268629, 6.391019, -3.833416, -12.260224, -0.397344, 7.984313, -2.666515, 12.097457, 0
-0.055521, -9.311151, 6.634461, -0.005184, -1.001428, 0.716447, 0.009883, -0.604586, 0.673833, 3.656373, 1.268629, 6.391019, -3.835711, -12.260224, -0.397344, 7.983905, -2.666515, 12.097457, 0
-0.054860, -9.311151, 6.634461, -0.004758, -1.001428, 0.716447, 0.010427, -0.604586, 0.673833, 3.657820, 1.268629, 6.391019, -3.839510, -12.260224, -0.397344, 7.981444, -2.666515, 12.097457, 0
-0.053883, -9.311151, 6.634461, -0.004420, -1.001428, 0.716447, 0.010607, -0.604586, 0.673833, 3.659471, 1.268629, 6.391019, -3.843564, -12.260224, -0.397344, 7.979828, -2.666515, 12.097457, 0
-0.053050, -9.311151, 6.634461, -0.004424, -1.001428, 0.716447, 0.010561, -0.604586, 0.673833, 3.660892, 1.268629, 6.391019, -3.846556, -12.260224, -0.397344, 7.980479, -2.666515, 12.097457, 0
-0.053111, -9.311151, 6.634461, -0.004871, -1.001428, 0.716447, 0.010250, -0.604586, 0.673833, 3.662151, 1.268629, 6.391019, -3.847708, -12.260224, -0.397344, 7.982300, -2.666515, 12.097457, 0
-0.054355, -9.311151, 6.634461, -0.005611, -1.001428, 0.716447, 0.009721, -0.604586, 0.673833, 3.663270, 1.268629, 6.391019, -3.847423, -12.260224, -0.397344, 7.984147, -2.666515, 12.097457, 0
-0.055993, -9.311151, 6.634461, -0.006376, -1.001428, 0.716447, 0.009168, -0.604586, 0.673833, 3.664138, 1.268629, 6.391019, -3.847460, -12.260224, -0.397344, 7.984829, -2.666515, 12.097457, 0
-0.057022, -9.311151, 6.634461, -0.006934, -1.001428, 0.716447, 0.008617, -0.604586, 0.673833, 3.664700, 1.268629, 6.391019, -3.849112, -12.260224, -0.397344, 7.984472, -2.666515, 12.097457, 0
-0.057081, -9.311151, 6.634461, -0.007162, -1.001428, 0.716447, 0.008122, -0.604586, 0.673833, 3.665225, 1.268629, 6.391019, -3.851920, -12.260224, -0.397344, 7.983420, -2.666515, 12.097457, 0
-0.056452, -9.311151, 6.634461, -0.007186, -1.001428, 0.716447, 0.007799, -0.604586, 0.673833, 3.665649, 1.268629, 6.391019, -3.854225, -12.260224, -0.397344, 7.982244, -2.666515, 12.097457, 0
-0.055655, -9.311151, 6.634461, -0.007139, -1.001428, 0.716447, 0.007660, -0.604586, 0.673833, 3.665703, 1.268629, 6.391019, -3.855913, -12.260224, -0.397344, 7.981465, -2.666515, 12.097457, 0
-0.055061, -9.311151, 6.634461, -0.007082, -1.001428, 0.716447, 0.007660, -0.604586, 0.673833, 3.665294, 1.268629, 6.391019, -3.857873, -12.260224, -0.397344, 7.980898, -2.666515, 12.097457, 0
-0.054815, -9.311151, 6.634461, -0.007074, -1.001428, 0.716447, 0.007692, -0.604586, 0.673833, 3.664777, 1.268629, 6.391019, -3.860457, -12.260224, -0.397344, 7.980583, -2.666515, 12.097457, 0
-0.054611, -9.311151, 6.634461, -0.007023, -1.001428, 0.716447, 0.007791, -0.604586, 0.673833, 3.664547, 1.268629, 6.391019, -3.863680, -12.260224, -0.397344, 7.980241, -2.666515, 12.097457, 0
-0.054151, -9.311151, 6.634461, -0.006847, -1.001428, 0.716447, 0.008041, -0.604586, 0.673833, 3.664662, 1.268629, 6.391019, -3.867014, -12.260224, -0.397344, 7.979866, -2.666515, 12.097457, 0
-0.053423, -9.311151, 6.634461, -0.006485, -1.001428, 0.716447, 0.008375, -0.604586, 0.673833, 3.665114, 1.268629, 6.391019, -3.869732, -12.260224, -0.397344, 7.979561, -2.666515, 12.097457, 0
0.087359, 0.077238, 0.093218, -0.076172, -0.090555, -0.063921, 0.451708, 0.439456, 0.468754, 3.321415, 3.298436, 3.384607, -2.949922, -3.231414, -2.609068, 8.522316, 8.478273, 8.593168, 0
0.064986, 0.005327, 0.093218, -0.060192, -0.090555, -0.023970, 0.439190, 0.415486, 0.468754, 3.325245, 3.298436, 3.384607, -3.127051, -3.384607, -2.609068, 8.589338, 8.478273, 8.717637, 0
0.026989, -0.095881, 0.093218, -0.039951, -0.090555, 0.023970, 0.425429, 0.380862, 0.468754, 3.315032, 3.260138, 3.384607, -3.186095, -3.384607, -2.609068, 8.671041, 8.478273, 8.985725, 0
-0.009189, -0.127842, 0.093218, -0.018777, -0.090555, 0.058594, 0.409494, 0.343575, 0.468754, 3.287425, 3.173967, 3.384607, -3.151467, -3.384607, -2.609068, 8.758329, 8.478273, 9.043172, 0
-0.020242, -0.127842, 0.093218, 0.000107, -0.090555, 0.090555, 0.392901, 0.311615, 0.468754, 3.239457, 2.972901, 3.384607, -3.132222, -3.384607, -2.609068, 8.776616, 8.478273, 9.043172, 0
-0.004705, -0.127842, 0.146485, 0.018999, -0.090555, 0.133169, 0.376956, 0.287644, 0.468754, 3.193435, 2.944177, 3.384607, -3.155456, -3.432480, -2.609068, 8.761361, 8.478273, 9.043172, 0
0.026025, -0.127842, 0.255684, 0.037439, -0.090555, 0.159802, 0.362980, 0.271664, 0.468754, 3.157280, 2.896305, 3.384607, -3.187098, -3.432480, -2.609068, 8.766878, 8.478273, 9.043172, 0
0.057129, -0.127842, 0.282317, 0.053334, -0.090555, 0.170456, 0.349102, 0.231713, 0.468754, 3.117238, 2.771835, 3.384607, -3.161999, -3.432480, -2.609068, 8.797585, 8.478273, 9.071896, 0
0.080375, -0.127842, 0.282317, 0.066052, -0.090555, 0.170456, 0.333336, 0.189099, 0.468754, 3.075668, 2.704813, 3.384607, -3.110136, -3.432480, -2.609068, 8.794872, 8.478273, 9.071896, 0
0.095455, -0.127842, 0.282317, 0.075480, -0.090555, 0.170456, 0.317634, 0.167792, 0.468754, 3.041455, 2.704813, 3.384607, -3.066540, -3.432480, -2.599493, 8.784085, 8.478273, 9.071896, 0
0.105809, -0.127842, 0.282317, 0.083533, -0.090555, 0.170456, 0.303237, 0.151812, 0.468754, 2.996054, 2.379278, 3.384607, -3.012244, -3.432480, -2.388853, 8.786226, 8.478273, 9.071896, 0
0.114259, -0.127842, 0.282317, 0.089667, -0.090555, 0.170456, 0.289775, 0.135832, 0.468754, 2.937475, 2.245234, 3.384607, -2.968912, -3.432480, -2.388853, 8.819606, 8.478273, 9.320834, 0
0.122843, -0.127842, 0.282317, 0.094406, -0.090555, 0.170456, 0.277974, 0.135832, 0.468754, 2.885993, 2.226085, 3.384607, -2.924881, -3.432480, -2.178212, 8.859341, 8.478273, 9.397431, 0
0.133283, -0.127842, 0.295634, 0.097746, -0.090555, 0.170456, 0.268544, 0.135832, 0.468754, 2.844465, 2.226085, 3.384607, -2.856228, -3.432480, -1.795230, 8.872198, 8.478273, 9.397431, 0
0.146450, -0.127842, 0.356892, 0.099823, -0.090555, 0.170456, 0.262253, 0.135832, 0.468754, 2.803750, 2.206936, 3.384607, -2.776942, -3.432480, -1.613313, 8.870064, 8.478273, 9.397431, 0
0.159902, -0.127842, 0.364882, 0.100942, -0.090555, 0.170456, 0.258281, 0.135832, 0.468754, 2.764894, 2.149489, 3.384607, -2.706010, -3.432480, -1.603739, 8.869274, 8.478273, 9.397431, 0
0.169923, -0.127842, 0.364882, 0.101553, -0.090555, 0.170456, 0.254838, 0.135832, 0.468754, 2.726103, 2.082467, 3.384607, -2.643423, -3.432480, -1.603739, 8.864635, 8.478273, 9.397431, 0
0.173918, -0.127842, 0.364882, 0.102717, -0.090555, 0.170456, 0.251777, 0.135832, 0.468754, 2.693005, 2.072892, 3.384607, -2.589919, -3.432480, -1.603739, 8.860830, 8.478273, 9.397431, 0
0.172671, -0.127842, 0.364882, 0.105273, -0.090555, 0.170456, 0.248927, 0.135832, 0.468754, 2.661577, 1.795230, 3.384607, -2.633861, -4.552703, -1.603739, 8.955691, 8.478273, 11.800646, 0
0.168538, -0.127842, 0.364882, 0.109198, -0.090555, 0.199753, 0.245536, 0.135832, 0.468754, 2.601025, -0.665432, 3.384607, -2.675611, -4.552703, -1.603739, 9.086354, 8.478273, 12.834699, 0
0.164419, -0.127842, 0.364882, 0.114322, -0.090555, 0.229050, 0.241682, 0.135832, 0.468754, 2.647275, -0.665432, 4.054826, -2.663050, -4.552703, -1.603739, 9.120407, 8.478273, 12.834699, 0
0.167647, -0.127842, 0.364882, 0.120530, -0.090555, 0.261010, 0.241931, 0.135832, 0.468754, 2.691235, -0.665432, 4.054826, -2.630480, -4.552703, -1.603739, 9.118550, 8.478273, 12.834699, 0
0.166148, -0.127842, 0.364882, 0.122168, -0.090555, 0.261010, 0.240167, 0.021307, 0.468754, 2.674758, -0.665432, 4.054826, -2.601824, -4.552703, -1.603739, 9.122766, 8.478273, 12.834699, 0
0.153233, -0.175783, 0.364882, 0.115945, -0.090555, 0.261010, 0.226298, -0.138495, 0.468754, 2.647845, -0.665432, 4.054826, -2.568136, -4.552703, -1.603739, 9.128386, 8.478273, 12.834699, 0
0.143588, -0.175783, 0.364882, 0.111840, -0.090555, 0.261010, 0.217608, -0.138495, 0.468754, 2.638098, -0.665432, 4.054826, -2.537067, -4.552703, -1.603739, 9.133480, 8.478273, 12.834699, 0
0.137225, -0.175783, 0.364882, 0.111083, -0.090555, 0.261010, 0.217290, -0.138495, 0.468754, 2.632636, -0.665432, 4.054826, -2.520614, -4.552703, -1.603739, 9.142674, 8.478273, 12.834699, 0
0.128966, -0.175783, 0.364882, 0.109356, -0.090555, 0.261010, 0.216522, -0.138495, 0.468754, 2.625947, -0.665432, 4.054826, -2.513322, -4.552703, -1.603739, 9.153883, 8.478273, 12.834699, 0
0.119357, -0.175783, 0.364882, 0.106706, -0.090555, 0.261010, 0.212423, -0.138495, 0.468754, 2.613650, -0.665432, 4.054826, -2.517973, -4.552703, -1.603739, 9.159503, 8.478273, 12.834699, 0
0.109382, -0.186436, 0.364882, 0.104588, -0.090555, 0.261010, 0.207670, -0.138495, 0.468754, 2.602993, -0.665432, 4.054826, -2.532339, -4.552703, -1.603739, 9.151596, 8.478273, 12.834699, 0
0.098669, -0.234377, 0.364882, 0.103179, -0.090555, 0.261010, 0.203304, -0.138495, 0.468754, 2.598408, -0.665432, 4.054826, -2.539684, -4.552703, -1.603739, 9.146195, 8.478273, 12.834699, 0
0.087238, -0.271664, 0.364882, 0.102205, -0.090555, 0.261010, 0.198241, -0.138495, 0.468754, 2.596219, -0.665432, 4.054826, -2.538648, -4.552703, -1.603739, 9.148245, 8.478273, 12.834699, 0
0.076123, -0.274327, 0.364882, 0.100942, -0.090555, 0.261010, 0.192046, -0.138495, 0.468754, 2.593689, -0.665432, 4.054826, -2.534207, -4.552703, -1.603739, 9.150707, 8.478273, 12.834699, 0
0.067601, -0.274327, 0.364882, 0.098851, -0.090555, 0.261010, 0.185548, -0.138495, 0.468754, 2.591717, -0.665432, 4.054826, -2.532703, -4.552703, -1.603739, 9.153367, 8.478273, 12.834699, 0
0.061649, -0.274327, 0.364882, 0.096195, -0.090555, 0.261010, 0.179464, -0.138495, 0.468754, 2.588736, -0.665432, 4.054826, -2.534555, -4.552703, -1.603739, 9.155814, 8.478273, 12.834699, 0
0.055946, -0.274327, 0.364882, 0.092640, -0.090555, 0.261010, 0.174580, -0.138495, 0.468754, 2.587566, -0.665432, 4.054826, -2.534714, -4.552703, -1.603739, 9.161131, 8.478273, 12.834699, 0
0.049554, -0.274327, 0.364882, 0.088187, -0.090555, 0.261010, 0.170826, -0.138495, 0.468754, 2.588376, -0.665432, 4.054826, -2.534546, -4.552703, -1.603739, 9.165142, 8.478273, 12.834699, 0
0.042700, -0.274327, 0.364882, 0.083342, -0.101208, 0.261010, 0.167562, -0.138495, 0.468754, 2.588987, -0.665432, 4.054826, -2.537026, -4.552703, -1.603739, 9.167538, 8.478273, 12.834699, 0
0.035591, -0.274327, 0.364882, 0.078177, -0.119852, 0.261010, 0.164372, -0.138495, 0.468754, 2.588104, -0.665432, 4.054826, -2.540080, -4.552703, -1.603739, 9.169002, 8.478273, 12.834699, 0
0.028218, -0.274327, 0.364882, 0.073086, -0.122515, 0.261010, 0.161032, -0.138495, 0.468754, 2.587267, -0.665432, 4.054826, -2.541653, -4.552703, -1.603739, 9.168476, 8.478273, 12.834699, 0
0.020934, -0.274327, 0.364882, 0.068369, -0.122515, 0.261010, 0.157419, -0.138495, 0.468754, 2.589153, -0.665432, 4.054826, -2.543578, -4.552703, -1.603739, 9.169365, 8.478273, 12.834699, 0
0.014187, -0.274327, 0.364882, 0.064103, -0.122515, 0.261010, 0.153228, -0.138495, 0.468754, 2.593375, -0.665432, 4.054826, -2.546997, -4.552703, -1.603739, 9.172686, 8.478273, 12.834699, 0
0.007825, -0.274327, 0.364882, 0.060205, -0.122515, 0.261010, 0.148210, -0.138495, 0.468754, 2.599265, -0.665432, 4.054826, -2.551940, -4.552703, -1.603739, 9.177581, 8.478273, 12.834699, 0
0.001635, -0.274327, 0.364882, 0.056674, -0.122515, 0.261010, 0.142509, -0.138495, 0.468754, 2.608088, -0.665432, 4.054826, -2.557009, -4.552703, -1.603739, 9.181402, 8.478273, 12.834699, 0
-0.004516, -0.276991, 0.364882, 0.053691, -0.122515, 0.261010, 0.136268, -0.149149, 0.468754, 2.613942, -0.665432, 4.054826, -2.560847, -4.552703, -1.603739, 9.186704, 8.478273, 12.834699, 0
-0.010760, -0.292971, 0.364882, 0.051646, -0.122515, 0.261010, 0.129546, -0.181109, 0.468754, 2.616557, -0.665432, 4.054826, -2.562003, -4.552703, -1.603739, 9.192067, 8.478273, 12.834699, 0
-0.017196, -0.316941, 0.364882, 0.050604, -0.122515, 0.261010, 0.122573, -0.197090, 0.468754, 2.619808, -0.665432, 4.054826, -2.565399, -4.552703, -1.603739, 9.195408, 8.478273, 12.834699, 0
-0.023574, -0.316941, 0.364882, 0.050683, -0.122515, 0.261010, 0.115636, -0.210406, 0.468754, 2.624713, -0.665432, 4.054826, -2.573377, -4.552703, -1.603739, 9.196650, 8.478273, 12.834699, 0
-0.029874, -0.338248, 0.364882, 0.052091, -0.122515, 0.261010, 0.108488, -0.245030, 0.468754, 2.630850, -0.665432, 4.054826, -2.583735, -4.552703, -1.603739, 9.196525, 8.478273, 12.834699, 0
-0.036733, -0.391516, 0.364882, 0.054539, -0.122515, 0.261010, 0.100654, -0.303624, 0.468754, 2.638886, -0.665432, 4.054826, -2.596132, -4.552703, -1.603739, 9.195740, 8.478273, 12.834699, 0
-0.044361, -0.436793, 0.364882, 0.057934, -0.122515, 0.261010, 0.091897, -0.364882, 0.468754, 2.645987, -0.665432, 4.054826, -2.609259, -4.552703, -1.603739, 9.193531, 8.478273, 12.834699, 0
-0.052160, -0.444783, 0.364882, 0.062145, -0.122515, 0.295634, 0.082575, -0.396843, 0.468754, 2.648417, -0.665432, 4.054826, -2.623749, -4.552703, -1.603739, 9.191822, 8.478273, 12.834699, 0
-0.059537, -0.444783, 0.364882, 0.067045, -0.122515, 0.335585, 0.073202, -0.410159, 0.468754, 2.651490, -0.665432, 4.054826, -2.637423, -4.552703, -1.603739, 9.189774, 8.478273, 12.834699, 0
-0.066343, -0.444783, 0.364882, 0.072404, -0.122515, 0.364882, 0.064233, -0.410159, 0.468754, 2.657230, -0.665432, 4.054826, -2.648992, -4.552703, -1.603739, 9.187947, 8.478273, 12.834699, 0
-0.072562, -0.444783, 0.364882, 0.078214, -0.122515, 0.407496, 0.056394, -0.410159, 0.468754, 2.665629, -0.665432, 4.054826, -2.660806, -4.552703, -1.603739, 9.183670, 8.478273, 12.834699, 0
-0.078419, -0.444783, 0.364882, 0.084763, -0.122515, 0.463427, 0.049539, -0.410159, 0.468754, 2.671842, -0.665432, 4.054826, -2.675254, -4.552703, -1.603739, 9.179584, 8.478273, 12.834699, 0
-0.084353, -0.444783, 0.364882, 0.091696, -0.122515, 0.476744, 0.043128, -0.410159, 0.468754, 2.670071, -0.665432, 4.054826, -2.695991, -4.552703, -1.603739, 9.172292, 8.478273, 12.834699, 0
-0.090405, -0.444783, 0.364882, 0.098339, -0.122515, 0.476744, 0.037708, -0.410159, 0.468754, 2.662551, -0.665432, 4.054826, -2.717210, -4.552703, -1.603739, 9.163677, 8.478273, 12.834699, 0
-0.096405, -0.444783, 0.364882, 0.104671, -0.122515, 0.476744, 0.034018, -0.410159, 0.468754, 2.654266, -0.665432, 4.054826, -2.734891, -4.552703, -1.603739, 9.156746, 8.478273, 12.834699, 0
-0.102075, -0.444783, 0.364882, 0.110661, -0.122515, 0.476744, 0.032863, -0.410159, 0.468754, 2.647074, -0.665432, 4.054826, -2.751453, -4.552703, -1.603739, 9.149791, 8.478273, 12.834699, 0
-0.107325, -0.444783, 0.364882, 0.116656, -0.122515, 0.476744, 0.033851, -0.410159, 0.468754, 2.637791, -0.665432, 4.054826, -2.769218, -4.552703, -1.603739, 9.141726, 8.478273, 12.834699, 0
-0.111748, -0.444783, 0.364882, 0.122332, -0.122515, 0.476744, 0.035846, -0.410159, 0.468754, 2.627150, -0.665432, 4.054826, -2.787500, -4.552703, -1.603739, 9.134586, 8.478273, 12.834699, 0
-0.115118, -0.444783, 0.364882, 0.127198, -0.122515, 0.476744, 0.037682, -0.410159, 0.468754, 2.617808, -0.665432, 4.054826, -2.803246, -4.552703, -1.603739, 9.128417, 8.478273, 12.834699, 0
-0.117687, -0.444783, 0.364882, 0.131283, -0.122515, 0.476744, 0.039122, -0.410159, 0.468754, 2.607609, -0.665432, 4.054826, -2.817945, -4.552703, -1.603739, 9.123264, 8.478273, 12.834699, 0
-0.119694, -0.444783, 0.364882, 0.134633, -0.122515, 0.476744, 0.040591, -0.410159, 0.468754, 2.598117, -0.665432, 4.054826, -2.833831, -4.552703, -1.603739, 9.117884, 8.478273, 12.834699, 0
-0.120983, -0.444783, 0.364882, 0.137160, -0.122515, 0.476744, 0.041991, -0.410159, 0.468754, 2.588681, -0.665432, 4.054826, -2.850995, -4.552703, -1.603739, 9.111314, 8.478273, 12.834699, 0
-0.121643, -0.444783, 0.364882, 0.138818, -0.122515, 0.476744, 0.043034, -0.410159, 0.468754, 2.578864, -0.665432, 4.054826, -2.868915, -4.552703, -1.603739, 9.103405, 8.478273, 12.834699, 0
-0.121943, -0.444783, 0.364882, 0.139767, -0.122515, 0.476744, 0.043950, -0.410159, 0.468754, 2.569512, -0.665432, 4.054826, -2.884501, -4.552703, -1.603739, 9.097447, 8.478273, 12.834699, 0
